bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta
10050.0,5522.0,254264.0,244872.0,-4443.0,2087.0,12.0
10060.0,5528.0,254805.0,245379.0,-4417.0,2092.0,12.0
10070.0,5533.0,255344.0,245919.0,-4462.0,2084.0,11.0
10080.0,5539.0,255906.0,246460.0,-4464.0,2084.0,11.0
10090.0,5544.0,256470.0,247000.0,-4335.0,2105.0,13.0
10100.0,5550.0,256950.0,247504.0,-4397.0,2095.0,12.0
10110.0,5555.0,257464.0,248008.0,-4452.0,2086.0,12.0
10120.0,5561.0,258018.0,248512.0,-4471.0,2083.0,11.0
10130.0,5566.0,258592.0,249077.0,-4462.0,2084.0,11.0
10140.0,5572.0,259159.0,249642.0,-4456.0,2085.0,11.0
10150.0,5577.0,259721.0,250207.0,-4452.0,2086.0,12.0
10160.0,5583.0,260278.0,250761.0,-4431.0,2089.0,12.0
10170.0,5588.0,260824.0,251314.0,-4449.0,2086.0,12.0
10180.0,5594.0,261373.0,251868.0,-4422.0,2091.0,12.0
10190.0,5599.0,261916.0,252425.0,-4449.0,2086.0,12.0
10200.0,5605.0,262469.0,252982.0,-4456.0,2085.0,11.0
10210.0,5610.0,263028.0,253539.0,-4449.0,2087.0,12.0
10220.0,5616.0,263580.0,254089.0,-4420.0,2091.0,12.0
10230.0,5621.0,264118.0,254640.0,-4420.0,2091.0,12.0
10240.0,5627.0,264660.0,255190.0,-4472.0,2083.0,11.0
10250.0,5632.0,265229.0,255781.0,-4489.0,2080.0,11.0
10260.0,5638.0,265815.0,256372.0,-4479.0,2082.0,11.0
10270.0,5643.0,266394.0,256963.0,-4432.0,2089.0,12.0
10280.0,5649.0,266941.0,257533.0,-4452.0,2086.0,12.0
10290.0,5654.0,267498.0,258103.0,-4450.0,2086.0,12.0
10300.0,5660.0,268054.0,258673.0,-4440.0,2088.0,12.0
10310.0,5665.0,268601.0,259228.0,-4432.0,2089.0,12.0
10320.0,5671.0,269142.0,259782.0,-4418.0,2092.0,12.0
10330.0,5676.0,269677.0,260337.0,-4472.0,2083.0,11.0
10340.0,5682.0,270246.0,260899.0,-4462.0,2084.0,11.0
10350.0,5687.0,270808.0,261461.0,-4432.0,2089.0,12.0
10360.0,5693.0,271364.0,262023.0,-4489.0,2080.0,12.0
10370.0,5698.0,271924.0,262570.0,-4396.0,2095.0,12.0
10380.0,5704.0,272461.0,263118.0,-4437.0,2089.0,12.0
10390.0,5709.0,273004.0,263665.0,-4473.0,2083.0,12.0
10400.0,5715.0,273557.0,264217.0,-4399.0,2095.0,12.0
10410.0,5720.0,274095.0,264769.0,-4452.0,2086.0,12.0
10420.0,5726.0,274642.0,265321.0,-4459.0,2085.0,12.0
10430.0,5731.0,275196.0,265886.0,-4411.0,2093.0,12.0
10440.0,5737.0,275736.0,266451.0,-4486.0,2081.0,11.0
10450.0,5742.0,276309.0,267016.0,-4459.0,2085.0,11.0
10460.0,5748.0,276871.0,267571.0,-4402.0,2094.0,12.0
10470.0,5753.0,277390.0,268125.0,-4458.0,2085.0,12.0
10480.0,5759.0,277947.0,268680.0,-4422.0,2091.0,12.0
10490.0,5764.0,278479.0,269236.0,-4437.0,2089.0,12.0
10500.0,5770.0,279022.0,269791.0,-4460.0,2085.0,12.0
10510.0,5775.0,279584.0,270347.0,-4474.0,2083.0,11.0
10520.0,5781.0,280155.0,270909.0,-4469.0,2083.0,12.0
10530.0,5786.0,280713.0,271472.0,-4405.0,2094.0,12.0
10540.0,5792.0,281245.0,272034.0,-4431.0,2090.0,12.0
10550.0,5797.0,281779.0,272591.0,-4446.0,2087.0,12.0
10560.0,5803.0,282330.0,273149.0,-4471.0,2083.0,12.0
10570.0,5808.0,282888.0,273706.0,-4438.0,2089.0,12.0
10580.0,5814.0,283438.0,274267.0,-4448.0,2087.0,12.0
10590.0,5819.0,283985.0,274828.0,-4445.0,2088.0,12.0
10600.0,5825.0,284534.0,275389.0,-4459.0,2085.0,12.0
10610.0,5830.0,285086.0,275926.0,-4416.0,2092.0,12.0
10620.0,5836.0,285610.0,276463.0,-4390.0,2097.0,13.0
10630.0,5841.0,286110.0,277000.0,-4359.0,2102.0,13.0
10640.0,5847.0,286594.0,277486.0,-4393.0,2096.0,14.0
10650.0,5852.0,287073.0,277972.0,-4276.0,2115.0,14.0
10660.0,5858.0,287535.0,278458.0,-4418.0,2092.0,13.0
10670.0,5863.0,288027.0,278975.0,-4405.0,2094.0,13.0
10680.0,5869.0,288536.0,279492.0,-4384.0,2098.0,13.0
10690.0,5874.0,289055.0,280009.0,-4495.0,2079.0,12.0
10700.0,5880.0,289606.0,280530.0,-4412.0,2093.0,13.0
10710.0,5885.0,290123.0,281050.0,-4334.0,2106.0,14.0
10720.0,5891.0,290591.0,281571.0,-4325.0,2107.0,14.0
10730.0,5896.0,291052.0,282055.0,-4380.0,2098.0,14.0
10740.0,5902.0,291535.0,282538.0,-4400.0,2095.0,13.0
10750.0,5907.0,292041.0,283022.0,-4428.0,2090.0,13.0
10760.0,5913.0,292550.0,283521.0,-4366.0,2101.0,13.0
10770.0,5918.0,293044.0,284021.0,-4392.0,2096.0,13.0
10780.0,5924.0,293549.0,284520.0,-4457.0,2086.0,12.0
10790.0,5929.0,294091.0,285056.0,-4478.0,2082.0,12.0
10800.0,5935.0,294643.0,285591.0,-4413.0,2093.0,12.0
10810.0,5940.0,295172.0,286127.0,-4430.0,2090.0,12.0
10820.0,5946.0,295701.0,286656.0,-4461.0,2085.0,12.0
10830.0,5951.0,296243.0,287184.0,-4430.0,2090.0,12.0
10840.0,5957.0,296768.0,287713.0,-4387.0,2097.0,13.0
10850.0,5962.0,297266.0,288192.0,-4398.0,2095.0,13.0
10860.0,5968.0,297756.0,288672.0,-4356.0,2102.0,14.0
10870.0,5973.0,298225.0,289151.0,-4334.0,2106.0,14.0
10880.0,5979.0,298688.0,289620.0,-4386.0,2097.0,14.0
10890.0,5984.0,299164.0,290090.0,-4381.0,2098.0,14.0
10900.0,5990.0,299649.0,290559.0,-4380.0,2098.0,13.0
10910.0,5995.0,300134.0,291052.0,-4397.0,2096.0,13.0
10920.0,6001.0,300633.0,291544.0,-4433.0,2090.0,13.0
10930.0,6006.0,301147.0,292037.0,-4414.0,2093.0,13.0
10940.0,6012.0,301656.0,292533.0,-4400.0,2095.0,13.0
10950.0,6017.0,302161.0,293029.0,-4422.0,2092.0,13.0
10960.0,6023.0,302660.0,293525.0,-4366.0,2101.0,13.0
10970.0,6028.0,303149.0,294000.0,-4398.0,2096.0,14.0
10980.0,6034.0,303631.0,294474.0,-4362.0,2101.0,14.0
10990.0,6039.0,304111.0,294949.0,-4389.0,2097.0,14.0
11000.0,6045.0,304590.0,295410.0,-4361.0,2102.0,14.0
11010.0,6050.0,305061.0,295871.0,-4351.0,2103.0,14.0
11020.0,6056.0,305524.0,296332.0,-4359.0,2102.0,14.0
11030.0,6061.0,305983.0,296778.0,-4308.0,2110.0,15.0
11040.0,6067.0,306421.0,297225.0,-4382.0,2098.0,14.0
11050.0,6072.0,306902.0,297671.0,-4318.0,2109.0,15.0
11060.0,6078.0,307341.0,298129.0,-4341.0,2105.0,14.0
11070.0,6083.0,307804.0,298588.0,-4432.0,2090.0,13.0
11080.0,6089.0,308313.0,299046.0,-4399.0,2095.0,13.0
11090.0,6094.0,308811.0,299515.0,-4371.0,2100.0,14.0
11100.0,6100.0,309290.0,299985.0,-4367.0,2101.0,14.0
11110.0,6105.0,309764.0,300454.0,-4371.0,2100.0,14.0
11120.0,6111.0,310238.0,300907.0,-4366.0,2101.0,14.0
11130.0,6116.0,310706.0,301361.0,-4335.0,2106.0,14.0
11140.0,6122.0,311167.0,301814.0,-4368.0,2101.0,14.0
11150.0,6127.0,311642.0,302305.0,-4401.0,2095.0,13.0
11160.0,6133.0,312146.0,302797.0,-4457.0,2086.0,12.0
11170.0,6138.0,312678.0,303288.0,-4434.0,2090.0,12.0
11180.0,6144.0,313209.0,303807.0,-4430.0,2090.0,12.0
11190.0,6149.0,313740.0,304325.0,-4459.0,2086.0,12.0
11200.0,6155.0,314270.0,304844.0,-4371.0,2100.0,13.0
11210.0,6160.0,314775.0,305356.0,-4470.0,2084.0,12.0
11220.0,6166.0,315314.0,305868.0,-4423.0,2092.0,13.0
11230.0,6171.0,315838.0,306380.0,-4419.0,2092.0,13.0
11240.0,6177.0,316350.0,306880.0,-4366.0,2101.0,14.0
11250.0,6182.0,316837.0,307381.0,-4465.0,2085.0,12.0
11260.0,6188.0,317381.0,307881.0,-4384.0,2098.0,13.0
11270.0,6193.0,317872.0,308383.0,-4412.0,2094.0,13.0
11280.0,6199.0,318381.0,308886.0,-4420.0,2092.0,13.0
11290.0,6204.0,318898.0,309388.0,-4420.0,2092.0,13.0
11300.0,6210.0,319415.0,309899.0,-4426.0,2091.0,13.0
11310.0,6215.0,319936.0,310411.0,-4401.0,2095.0,13.0
11320.0,6221.0,320439.0,310922.0,-4401.0,2095.0,13.0
11330.0,6226.0,320941.0,311426.0,-4401.0,2095.0,13.0
11340.0,6232.0,321443.0,311930.0,-4401.0,2095.0,13.0
11350.0,6237.0,321945.0,312434.0,-4401.0,2095.0,13.0
11360.0,6243.0,322443.0,312917.0,-4322.0,2108.0,15.0
11370.0,6248.0,322891.0,313399.0,-4390.0,2097.0,13.0
11380.0,6254.0,323384.0,313882.0,-4395.0,2096.0,13.0
11390.0,6259.0,323881.0,314389.0,-4380.0,2099.0,14.0
11400.0,6265.0,324370.0,314897.0,-4440.0,2089.0,12.0
11410.0,6270.0,324903.0,315404.0,-4466.0,2085.0,12.0
11420.0,6276.0,325458.0,315939.0,-4427.0,2091.0,13.0
11430.0,6281.0,325987.0,316475.0,-4438.0,2089.0,12.0
11440.0,6287.0,326525.0,317010.0,-4473.0,2084.0,12.0
11450.0,6292.0,327078.0,317537.0,-4435.0,2090.0,12.0
11460.0,6298.0,327611.0,318063.0,-4404.0,2095.0,13.0
11470.0,6303.0,328125.0,318590.0,-4414.0,2093.0,13.0
11480.0,6309.0,328636.0,319108.0,-4404.0,2095.0,13.0
11490.0,6314.0,329156.0,319627.0,-4463.0,2085.0,12.0
11500.0,6320.0,329689.0,320145.0,-4405.0,2095.0,12.0
11510.0,6325.0,330223.0,320682.0,-4493.0,2080.0,12.0
11520.0,6331.0,330782.0,321220.0,-4422.0,2092.0,13.0
11530.0,6336.0,331301.0,321757.0,-4319.0,2109.0,14.0
11540.0,6342.0,331763.0,322248.0,-4368.0,2101.0,14.0
11550.0,6347.0,332240.0,322740.0,-4403.0,2095.0,13.0
11560.0,6353.0,332736.0,323231.0,-4380.0,2099.0,14.0
11570.0,6358.0,333212.0,323708.0,-4293.0,2113.0,15.0
11580.0,6364.0,333664.0,324186.0,-4357.0,2103.0,15.0
11590.0,6369.0,334107.0,324663.0,-4283.0,2115.0,15.0
11600.0,6375.0,334554.0,325145.0,-4374.0,2100.0,14.0
11610.0,6380.0,335024.0,325627.0,-4389.0,2097.0,14.0
11620.0,6386.0,335514.0,326109.0,-4369.0,2101.0,14.0
11630.0,6391.0,336002.0,326613.0,-4399.0,2096.0,14.0
11640.0,6397.0,336497.0,327116.0,-4362.0,2102.0,14.0
11650.0,6402.0,336978.0,327620.0,-4373.0,2100.0,14.0
11660.0,6408.0,337457.0,328116.0,-4337.0,2106.0,14.0
11670.0,6413.0,337920.0,328611.0,-4412.0,2094.0,13.0
11680.0,6419.0,338429.0,329107.0,-4347.0,2104.0,14.0
11690.0,6424.0,338896.0,329618.0,-4356.0,2103.0,14.0
11700.0,6430.0,339370.0,330129.0,-4421.0,2092.0,13.0
11710.0,6435.0,339891.0,330640.0,-4458.0,2086.0,12.0
11720.0,6441.0,340445.0,331205.0,-4439.0,2089.0,12.0
11730.0,6446.0,340984.0,331771.0,-4430.0,2091.0,12.0
11740.0,6452.0,341521.0,332336.0,-4465.0,2085.0,12.0
11750.0,6457.0,342071.0,332885.0,-4426.0,2091.0,13.0
11760.0,6463.0,342599.0,333435.0,-4387.0,2098.0,13.0
11770.0,6468.0,343110.0,333984.0,-4427.0,2091.0,13.0
11780.0,6474.0,343625.0,334502.0,-4396.0,2096.0,13.0
11790.0,6479.0,344128.0,335020.0,-4362.0,2102.0,14.0
11800.0,6485.0,344610.0,335538.0,-4353.0,2103.0,14.0
11810.0,6490.0,345081.0,336020.0,-4347.0,2104.0,15.0
11820.0,6496.0,345544.0,336501.0,-4323.0,2108.0,15.0
11830.0,6501.0,346000.0,336983.0,-4355.0,2103.0,14.0
11840.0,6507.0,346466.0,337459.0,-4337.0,2106.0,15.0
11850.0,6512.0,346925.0,337936.0,-4320.0,2109.0,15.0
11860.0,6518.0,347374.0,338412.0,-4370.0,2101.0,14.0
11870.0,6523.0,347855.0,338914.0,-4355.0,2103.0,14.0
11880.0,6529.0,348331.0,339416.0,-4380.0,2099.0,14.0
11890.0,6534.0,348819.0,339918.0,-4360.0,2102.0,14.0
11900.0,6540.0,349297.0,340416.0,-4359.0,2103.0,14.0
11910.0,6545.0,349769.0,340914.0,-4335.0,2106.0,14.0
11920.0,6551.0,350247.0,341412.0,-4432.0,2091.0,13.0
11930.0,6556.0,350753.0,341939.0,-4358.0,2103.0,14.0
11940.0,6562.0,351247.0,342465.0,-4399.0,2096.0,13.0
11950.0,6567.0,351756.0,342992.0,-4445.0,2088.0,13.0
11960.0,6573.0,352295.0,343561.0,-4445.0,2088.0,12.0
11970.0,6578.0,352843.0,344130.0,-4445.0,2088.0,12.0
11980.0,6584.0,353390.0,344699.0,-4445.0,2088.0,12.0
11990.0,6589.0,353938.0,345267.0,-4445.0,2088.0,12.0
12000.0,6595.0,354483.0,345834.0,-4423.0,2092.0,13.0
12010.0,6600.0,355009.0,346402.0,-4385.0,2098.0,13.0
12020.0,6606.0,355517.0,346946.0,-4421.0,2092.0,13.0
12030.0,6611.0,356037.0,347490.0,-4412.0,2094.0,13.0
12040.0,6617.0,356566.0,348034.0,-4449.0,2088.0,13.0
12050.0,6622.0,357105.0,348585.0,-4419.0,2093.0,13.0
12060.0,6628.0,357626.0,349137.0,-4365.0,2102.0,14.0
12070.0,6633.0,358117.0,349688.0,-4355.0,2103.0,14.0
12080.0,6639.0,358600.0,350195.0,-4387.0,2098.0,14.0
12090.0,6644.0,359080.0,350701.0,-4316.0,2110.0,14.0
12100.0,6650.0,359549.0,351208.0,-4374.0,2100.0,14.0
12110.0,6655.0,360023.0,351709.0,-4338.0,2106.0,15.0
12120.0,6661.0,360490.0,352211.0,-4334.0,2107.0,15.0
12130.0,6666.0,360954.0,352712.0,-4383.0,2099.0,14.0
12140.0,6672.0,361443.0,353202.0,-4314.0,2110.0,15.0
12150.0,6677.0,361893.0,353691.0,-4317.0,2110.0,15.0
12160.0,6683.0,362344.0,354181.0,-4376.0,2100.0,14.0
12170.0,6688.0,362830.0,354674.0,-4356.0,2103.0,14.0
12180.0,6694.0,363306.0,355168.0,-4335.0,2107.0,15.0
12190.0,6699.0,363764.0,355661.0,-4295.0,2113.0,15.0
12200.0,6705.0,364209.0,356142.0,-4335.0,2107.0,15.0
12210.0,6710.0,364672.0,356624.0,-4379.0,2099.0,14.0
12220.0,6716.0,365149.0,357105.0,-4337.0,2106.0,15.0
12230.0,6721.0,365613.0,357574.0,-4299.0,2113.0,15.0
12240.0,6727.0,366060.0,358042.0,-4325.0,2108.0,15.0
12250.0,6732.0,366516.0,358511.0,-4365.0,2102.0,14.0
12260.0,6738.0,366995.0,358999.0,-4369.0,2101.0,14.0
12270.0,6743.0,367481.0,359488.0,-4358.0,2103.0,14.0
12280.0,6749.0,367955.0,359976.0,-4282.0,2115.0,16.0
12290.0,6754.0,368386.0,360467.0,-4386.0,2098.0,14.0
12300.0,6760.0,368888.0,360957.0,-4395.0,2097.0,13.0
12310.0,6765.0,369396.0,361448.0,-4343.0,2105.0,15.0
12320.0,6771.0,369864.0,361928.0,-4331.0,2107.0,15.0
12330.0,6776.0,370326.0,362408.0,-4348.0,2105.0,14.0
12340.0,6782.0,370802.0,362888.0,-4396.0,2097.0,14.0
12350.0,6787.0,371303.0,363409.0,-4366.0,2102.0,14.0
12360.0,6793.0,371801.0,363931.0,-4430.0,2091.0,13.0
12370.0,6798.0,372325.0,364452.0,-4353.0,2104.0,14.0
12380.0,6804.0,372809.0,364943.0,-4356.0,2103.0,14.0
12390.0,6809.0,373288.0,365434.0,-4360.0,2103.0,14.0
12400.0,6815.0,373769.0,365925.0,-4358.0,2103.0,14.0
12410.0,6820.0,374260.0,366441.0,-4420.0,2093.0,13.0
12420.0,6826.0,374778.0,366958.0,-4397.0,2097.0,13.0
12430.0,6831.0,375292.0,367474.0,-4388.0,2098.0,14.0
12440.0,6837.0,375797.0,367972.0,-4375.0,2100.0,14.0
12450.0,6842.0,376289.0,368469.0,-4346.0,2105.0,14.0
12460.0,6848.0,376765.0,368967.0,-4346.0,2105.0,14.0
12470.0,6853.0,377240.0,369452.0,-4361.0,2103.0,14.0
12480.0,6859.0,377722.0,369936.0,-4368.0,2101.0,14.0
12490.0,6864.0,378208.0,370421.0,-4359.0,2103.0,14.0
12500.0,6870.0,378689.0,370900.0,-4342.0,2106.0,14.0
12510.0,6875.0,379170.0,371380.0,-4383.0,2099.0,14.0
12520.0,6881.0,379659.0,371859.0,-4361.0,2103.0,14.0
12530.0,6886.0,380146.0,372337.0,-4353.0,2104.0,14.0
12540.0,6892.0,380635.0,372815.0,-4396.0,2097.0,14.0
12550.0,6897.0,381141.0,373293.0,-4407.0,2095.0,13.0
12560.0,6903.0,381658.0,373771.0,-4389.0,2098.0,14.0
12570.0,6908.0,382164.0,374249.0,-4367.0,2102.0,14.0
12580.0,6914.0,382644.0,374727.0,-4296.0,2113.0,15.0
12590.0,6919.0,383091.0,375155.0,-4273.0,2117.0,16.0
12600.0,6925.0,383528.0,375583.0,-4351.0,2104.0,15.0
12610.0,6930.0,383993.0,376011.0,-4349.0,2105.0,14.0
12620.0,6936.0,384469.0,376451.0,-4350.0,2104.0,15.0
12630.0,6941.0,384941.0,376892.0,-4273.0,2117.0,16.0
12640.0,6947.0,385370.0,377332.0,-4344.0,2105.0,15.0
12650.0,6952.0,385836.0,377760.0,-4286.0,2115.0,15.0
12660.0,6958.0,386280.0,378187.0,-4351.0,2104.0,15.0
12670.0,6963.0,386738.0,378615.0,-4286.0,2115.0,15.0
12680.0,6969.0,387194.0,379040.0,-4365.0,2102.0,15.0
12690.0,6974.0,387652.0,379466.0,-4287.0,2115.0,15.0
12700.0,6980.0,388103.0,379891.0,-4307.0,2112.0,16.0
12710.0,6985.0,388533.0,380279.0,-4238.0,2123.0,17.0
12720.0,6991.0,388944.0,380667.0,-4246.0,2122.0,17.0
12730.0,6996.0,389348.0,381055.0,-4252.0,2121.0,17.0
12740.0,7002.0,389744.0,381420.0,-4183.0,2132.0,18.0
12750.0,7007.0,390135.0,381785.0,-4260.0,2119.0,18.0
12760.0,7013.0,390522.0,382150.0,-4188.0,2131.0,18.0
12770.0,7018.0,390901.0,382503.0,-4154.0,2137.0,19.0
12780.0,7024.0,391263.0,382857.0,-4245.0,2122.0,17.0
12790.0,7029.0,391666.0,383210.0,-4306.0,2112.0,16.0
12800.0,7035.0,392101.0,383629.0,-4310.0,2111.0,15.0
12810.0,7040.0,392556.0,384049.0,-4348.0,2105.0,15.0
12820.0,7046.0,393009.0,384468.0,-4234.0,2124.0,17.0
12830.0,7051.0,393422.0,384854.0,-4205.0,2128.0,18.0
12840.0,7057.0,393812.0,385240.0,-4304.0,2112.0,16.0
12850.0,7062.0,394248.0,385626.0,-4311.0,2111.0,15.0
12860.0,7068.0,394702.0,386034.0,-4334.0,2107.0,16.0
12870.0,7073.0,395142.0,386442.0,-4225.0,2125.0,16.0
12880.0,7079.0,395571.0,386850.0,-4313.0,2111.0,16.0
12890.0,7084.0,395997.0,387242.0,-4253.0,2120.0,17.0
12900.0,7090.0,396417.0,387635.0,-4270.0,2118.0,16.0
12910.0,7095.0,396840.0,388027.0,-4298.0,2113.0,16.0
12920.0,7101.0,397276.0,388418.0,-4273.0,2117.0,16.0
12930.0,7106.0,397701.0,388808.0,-4259.0,2119.0,17.0
12940.0,7112.0,398118.0,389199.0,-4260.0,2119.0,17.0
12950.0,7117.0,398533.0,389583.0,-4256.0,2120.0,17.0
12960.0,7123.0,398949.0,389967.0,-4285.0,2115.0,16.0
12970.0,7128.0,399380.0,390351.0,-4307.0,2112.0,15.0
12980.0,7134.0,399830.0,390748.0,-4328.0,2108.0,15.0
12990.0,7139.0,400281.0,391144.0,-4244.0,2122.0,16.0
13000.0,7145.0,400706.0,391541.0,-4289.0,2115.0,16.0
13010.0,7150.0,401130.0,391927.0,-4271.0,2118.0,16.0
13020.0,7156.0,401556.0,392314.0,-4263.0,2119.0,16.0
13030.0,7161.0,401986.0,392700.0,-4343.0,2106.0,15.0
13040.0,7167.0,402447.0,393085.0,-4288.0,2115.0,16.0
13050.0,7172.0,402887.0,393471.0,-4232.0,2124.0,17.0
13060.0,7178.0,403301.0,393856.0,-4360.0,2103.0,15.0
13070.0,7183.0,403772.0,394285.0,-4340.0,2106.0,14.0
13080.0,7189.0,404254.0,394713.0,-4369.0,2101.0,14.0
13090.0,7194.0,404745.0,395142.0,-4360.0,2103.0,14.0
13100.0,7200.0,405236.0,395575.0,-4355.0,2104.0,14.0
13110.0,7205.0,405726.0,396007.0,-4369.0,2101.0,14.0
13120.0,7211.0,406219.0,396440.0,-4355.0,2104.0,14.0
13130.0,7216.0,406709.0,396887.0,-4359.0,2103.0,14.0
13140.0,7222.0,407209.0,397334.0,-4419.0,2093.0,13.0
13150.0,7227.0,407740.0,397781.0,-4430.0,2091.0,13.0
13160.0,7233.0,408287.0,398251.0,-4424.0,2092.0,13.0
13170.0,7238.0,408828.0,398722.0,-4368.0,2102.0,14.0
13180.0,7244.0,409336.0,399192.0,-4433.0,2091.0,13.0
13190.0,7249.0,409883.0,399646.0,-4347.0,2105.0,14.0
13200.0,7255.0,410366.0,400099.0,-4387.0,2098.0,14.0
13210.0,7260.0,410878.0,400553.0,-4342.0,2106.0,15.0
13220.0,7266.0,411357.0,400983.0,-4365.0,2102.0,14.0
13230.0,7271.0,411849.0,401412.0,-4309.0,2111.0,15.0
13240.0,7277.0,412313.0,401842.0,-4373.0,2101.0,14.0
13250.0,7282.0,412805.0,402276.0,-4342.0,2106.0,15.0
13260.0,7288.0,413286.0,402711.0,-4333.0,2107.0,15.0
13270.0,7293.0,413768.0,403145.0,-4396.0,2097.0,14.0
13280.0,7299.0,414280.0,403602.0,-4390.0,2098.0,14.0
13290.0,7304.0,414797.0,404059.0,-4383.0,2099.0,14.0
13300.0,7310.0,415301.0,404516.0,-4309.0,2111.0,15.0
13310.0,7315.0,415767.0,404944.0,-4330.0,2108.0,15.0
13320.0,7321.0,416231.0,405373.0,-4313.0,2111.0,15.0
13330.0,7326.0,416706.0,405801.0,-4391.0,2098.0,14.0
13340.0,7332.0,417214.0,406283.0,-4412.0,2094.0,13.0
13350.0,7337.0,417746.0,406765.0,-4402.0,2096.0,13.0
13360.0,7343.0,418276.0,407247.0,-4401.0,2096.0,13.0
13370.0,7348.0,418805.0,407739.0,-4408.0,2095.0,13.0
13380.0,7354.0,419336.0,408230.0,-4384.0,2099.0,14.0
13390.0,7359.0,419851.0,408722.0,-4367.0,2102.0,14.0
13400.0,7365.0,420356.0,409222.0,-4443.0,2089.0,13.0
13410.0,7370.0,420914.0,409722.0,-4368.0,2102.0,14.0
13420.0,7376.0,421418.0,410222.0,-4360.0,2103.0,14.0
13430.0,7381.0,421913.0,410693.0,-4345.0,2105.0,15.0
13440.0,7387.0,422397.0,411164.0,-4333.0,2107.0,15.0
13450.0,7392.0,422872.0,411635.0,-4394.0,2097.0,14.0
13460.0,7398.0,423393.0,412093.0,-4317.0,2110.0,15.0
13470.0,7403.0,423854.0,412552.0,-4265.0,2119.0,16.0
13480.0,7409.0,424290.0,413010.0,-4332.0,2108.0,15.0
13490.0,7414.0,424756.0,413483.0,-4334.0,2107.0,15.0
13500.0,7420.0,425234.0,413955.0,-4349.0,2105.0,14.0
13510.0,7425.0,425727.0,414428.0,-4394.0,2097.0,14.0
13520.0,7431.0,426222.0,414926.0,-4278.0,2116.0,15.0
13530.0,7436.0,426699.0,415424.0,-4410.0,2095.0,14.0
13540.0,7442.0,427200.0,415922.0,-4347.0,2105.0,14.0
13550.0,7447.0,427708.0,416438.0,-4404.0,2096.0,14.0
13560.0,7453.0,428222.0,416954.0,-4357.0,2104.0,14.0
13570.0,7458.0,428727.0,417470.0,-4373.0,2101.0,14.0
13580.0,7464.0,429240.0,418008.0,-4419.0,2093.0,13.0
13590.0,7469.0,429773.0,418545.0,-4382.0,2099.0,14.0
13600.0,7475.0,430296.0,419083.0,-4409.0,2095.0,13.0
13610.0,7480.0,430832.0,419635.0,-4405.0,2096.0,13.0
13620.0,7486.0,431367.0,420187.0,-4406.0,2095.0,13.0
13630.0,7491.0,431903.0,420739.0,-4425.0,2092.0,13.0
13640.0,7497.0,432455.0,421292.0,-4424.0,2093.0,13.0
13650.0,7502.0,433000.0,421846.0,-4374.0,2101.0,14.0
13660.0,7508.0,433523.0,422399.0,-4415.0,2094.0,14.0
13670.0,7513.0,434045.0,422921.0,-4332.0,2108.0,14.0
13680.0,7519.0,434543.0,423442.0,-4372.0,2101.0,14.0
13690.0,7524.0,435046.0,423964.0,-4383.0,2099.0,14.0
13700.0,7530.0,435553.0,424470.0,-4333.0,2108.0,15.0
13710.0,7535.0,436039.0,424976.0,-4334.0,2107.0,15.0
13720.0,7541.0,436519.0,425482.0,-4347.0,2105.0,14.0
13730.0,7546.0,437013.0,425989.0,-4389.0,2098.0,14.0
13740.0,7552.0,437515.0,426495.0,-4308.0,2112.0,15.0
13750.0,7557.0,437999.0,427002.0,-4393.0,2098.0,14.0
13760.0,7563.0,438505.0,427517.0,-4338.0,2107.0,14.0
13770.0,7568.0,438998.0,428032.0,-4358.0,2103.0,15.0
13780.0,7574.0,439489.0,428547.0,-4326.0,2109.0,15.0
13790.0,7579.0,439961.0,429019.0,-4286.0,2115.0,16.0
13800.0,7585.0,440410.0,429492.0,-4305.0,2112.0,16.0
13810.0,7590.0,440867.0,429964.0,-4302.0,2113.0,16.0
13820.0,7596.0,441323.0,430431.0,-4313.0,2111.0,16.0
13830.0,7601.0,441782.0,430898.0,-4278.0,2117.0,16.0
13840.0,7607.0,442226.0,431365.0,-4291.0,2115.0,16.0
13850.0,7612.0,442680.0,431838.0,-4332.0,2108.0,15.0
13860.0,7618.0,443142.0,432312.0,-4291.0,2115.0,15.0
13870.0,7623.0,443612.0,432785.0,-4364.0,2102.0,15.0
13880.0,7629.0,444100.0,433274.0,-4358.0,2103.0,15.0
13890.0,7634.0,444583.0,433763.0,-4269.0,2118.0,16.0
13900.0,7640.0,445038.0,434252.0,-4297.0,2114.0,16.0
13910.0,7645.0,445489.0,434739.0,-4323.0,2109.0,15.0
13920.0,7651.0,445962.0,435226.0,-4356.0,2104.0,14.0
13930.0,7656.0,446457.0,435713.0,-4366.0,2102.0,14.0
13940.0,7662.0,446958.0,436211.0,-4324.0,2109.0,15.0
13950.0,7667.0,447437.0,436709.0,-4336.0,2107.0,15.0
13960.0,7673.0,447920.0,437207.0,-4351.0,2105.0,15.0
13970.0,7678.0,448412.0,437708.0,-4315.0,2111.0,15.0
13980.0,7684.0,448881.0,438210.0,-4388.0,2099.0,14.0
13990.0,7689.0,449407.0,438711.0,-4404.0,2096.0,13.0
14000.0,7695.0,449940.0,439219.0,-4345.0,2106.0,14.0
14010.0,7700.0,450436.0,439726.0,-4345.0,2106.0,14.0
14020.0,7706.0,450930.0,440234.0,-4398.0,2097.0,14.0
