bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta
10.0,0.0,-500.0,-550.0,,2183.0,31.0
20.0,6.0,-436.0,-505.0,,2183.0,31.0
30.0,11.0,-374.0,-460.0,,2183.0,31.0
40.0,17.0,-316.0,-415.0,,2183.0,31.0
50.0,22.0,-246.0,-345.0,,2183.0,31.0
60.0,28.0,-178.0,-275.0,,2183.0,31.0
70.0,33.0,-110.0,-205.0,,2183.0,31.0
80.0,39.0,-33.0,-122.0,,2183.0,31.0
90.0,44.0,54.0,-40.0,,2183.0,31.0
100.0,50.0,135.0,43.0,,2183.0,31.0
110.0,55.0,223.0,132.0,,2183.0,31.0
120.0,61.0,307.0,221.0,,2183.0,31.0
130.0,66.0,385.0,311.0,-3909.0,2183.0,31.0
140.0,72.0,470.0,397.0,-3851.0,2192.0,31.0
150.0,77.0,552.0,484.0,-3778.0,2204.0,30.0
160.0,83.0,644.0,571.0,-3941.0,2177.0,30.0
170.0,88.0,731.0,664.0,-3987.0,2170.0,30.0
180.0,94.0,817.0,757.0,-3959.0,2174.0,30.0
190.0,99.0,904.0,850.0,-3959.0,2174.0,29.0
200.0,105.0,997.0,949.0,-3993.0,2169.0,27.0
210.0,110.0,1098.0,1047.0,-3914.0,2182.0,27.0
220.0,116.0,1192.0,1145.0,-3995.0,2168.0,27.0
230.0,121.0,1294.0,1247.0,-4029.0,2163.0,27.0
240.0,127.0,1400.0,1348.0,-3939.0,2178.0,27.0
250.0,132.0,1501.0,1450.0,-3986.0,2170.0,27.0
260.0,138.0,1607.0,1554.0,-3898.0,2184.0,27.0
270.0,143.0,1712.0,1659.0,-3945.0,2177.0,27.0
280.0,149.0,1817.0,1763.0,-4005.0,2167.0,27.0
290.0,154.0,1918.0,1867.0,-4036.0,2162.0,27.0
300.0,160.0,2023.0,1971.0,-3931.0,2179.0,27.0
310.0,165.0,2125.0,2075.0,-4109.0,2150.0,27.0
320.0,171.0,2235.0,2184.0,-3936.0,2178.0,28.0
330.0,176.0,2340.0,2292.0,-3911.0,2182.0,28.0
340.0,182.0,2448.0,2400.0,-3919.0,2181.0,28.0
350.0,187.0,2557.0,2514.0,-3963.0,2174.0,27.0
360.0,193.0,2669.0,2628.0,-3970.0,2173.0,27.0
370.0,198.0,2780.0,2742.0,-4047.0,2160.0,27.0
380.0,204.0,2894.0,2862.0,-3982.0,2171.0,27.0
390.0,209.0,3012.0,2981.0,-3952.0,2176.0,27.0
400.0,215.0,3125.0,3101.0,-4035.0,2162.0,27.0
410.0,220.0,3239.0,3223.0,-3986.0,2170.0,27.0
420.0,226.0,3356.0,3345.0,-3997.0,2168.0,28.0
430.0,231.0,3469.0,3466.0,-3960.0,2174.0,27.0
440.0,237.0,3586.0,3594.0,-4002.0,2167.0,27.0
450.0,242.0,3710.0,3721.0,-4016.0,2165.0,27.0
460.0,248.0,3829.0,3849.0,-4054.0,2159.0,27.0
470.0,253.0,3952.0,3978.0,-3990.0,2169.0,27.0
480.0,259.0,4073.0,4108.0,-3969.0,2173.0,28.0
490.0,264.0,4187.0,4237.0,-3949.0,2176.0,28.0
500.0,270.0,4304.0,4364.0,-4066.0,2157.0,28.0
510.0,275.0,4426.0,4490.0,-3952.0,2176.0,28.0
520.0,281.0,4543.0,4617.0,-3953.0,2175.0,29.0
530.0,286.0,4663.0,4745.0,-3995.0,2168.0,29.0
540.0,292.0,4783.0,4874.0,-4010.0,2166.0,28.0
550.0,297.0,4904.0,5002.0,-3936.0,2178.0,28.0
560.0,303.0,5031.0,5134.0,-4104.0,2150.0,26.0
570.0,308.0,5160.0,5266.0,-4013.0,2165.0,26.0
580.0,314.0,5295.0,5399.0,-3983.0,2170.0,26.0
590.0,319.0,5426.0,5531.0,-3885.0,2187.0,27.0
600.0,325.0,5558.0,5663.0,-3919.0,2181.0,28.0
610.0,330.0,5683.0,5795.0,-4008.0,2166.0,28.0
620.0,336.0,5809.0,5924.0,-3877.0,2188.0,28.0
630.0,341.0,5936.0,6053.0,-4014.0,2165.0,28.0
640.0,347.0,6062.0,6182.0,-4010.0,2166.0,28.0
650.0,352.0,6191.0,6307.0,-3873.0,2189.0,28.0
660.0,358.0,6317.0,6433.0,-3902.0,2184.0,28.0
670.0,363.0,6445.0,6558.0,-3945.0,2177.0,28.0
680.0,369.0,6579.0,6694.0,-4019.0,2164.0,25.0
690.0,374.0,6721.0,6831.0,-3998.0,2168.0,26.0
700.0,380.0,6866.0,6967.0,-3999.0,2168.0,26.0
710.0,385.0,7007.0,7112.0,-3991.0,2169.0,26.0
720.0,391.0,7152.0,7258.0,-4019.0,2164.0,25.0
730.0,396.0,7296.0,7403.0,-4048.0,2160.0,25.0
740.0,402.0,7446.0,7549.0,-4016.0,2165.0,25.0
750.0,407.0,7592.0,7695.0,-3967.0,2173.0,28.0
760.0,413.0,7724.0,7841.0,-3971.0,2172.0,28.0
770.0,418.0,7859.0,7976.0,-3942.0,2177.0,28.0
780.0,424.0,7990.0,8112.0,-3959.0,2174.0,29.0
790.0,429.0,8121.0,8248.0,-3927.0,2180.0,31.0
800.0,435.0,8244.0,8376.0,-3904.0,2183.0,31.0
810.0,440.0,8366.0,8503.0,-3890.0,2186.0,31.0
820.0,446.0,8488.0,8631.0,-3870.0,2189.0,31.0
830.0,451.0,8615.0,8767.0,-4023.0,2164.0,28.0
840.0,457.0,8754.0,8903.0,-3925.0,2180.0,28.0
850.0,462.0,8893.0,9039.0,-4046.0,2160.0,28.0
860.0,468.0,9036.0,9186.0,-3905.0,2183.0,27.0
870.0,473.0,9179.0,9332.0,-4023.0,2164.0,27.0
880.0,479.0,9323.0,9478.0,-4001.0,2167.0,27.0
890.0,484.0,9470.0,9627.0,-3994.0,2169.0,27.0
900.0,490.0,9610.0,9776.0,-4006.0,2167.0,28.0
910.0,495.0,9754.0,9926.0,-3938.0,2178.0,28.0
920.0,501.0,9899.0,10074.0,-3985.0,2170.0,28.0
930.0,506.0,10043.0,10222.0,-3987.0,2170.0,28.0
940.0,512.0,10185.0,10370.0,-4018.0,2165.0,29.0
950.0,517.0,10323.0,10515.0,-3952.0,2176.0,29.0
960.0,523.0,10467.0,10659.0,-3901.0,2184.0,29.0
970.0,528.0,10609.0,10803.0,-3939.0,2178.0,28.0
980.0,534.0,10752.0,10951.0,-4006.0,2167.0,28.0
990.0,539.0,10895.0,11099.0,-4009.0,2166.0,28.0
1000.0,545.0,11041.0,11247.0,-3917.0,2181.0,29.0
1010.0,550.0,11182.0,11396.0,-3993.0,2169.0,30.0
1020.0,556.0,11325.0,11545.0,-3867.0,2190.0,30.0
1030.0,561.0,11464.0,11694.0,-4015.0,2165.0,30.0
1040.0,567.0,11602.0,11837.0,-3981.0,2171.0,30.0
1050.0,572.0,11738.0,11979.0,-3904.0,2183.0,30.0
1060.0,578.0,11877.0,12121.0,-3898.0,2184.0,31.0
1070.0,583.0,12013.0,12265.0,-3907.0,2183.0,30.0
1080.0,589.0,12151.0,12408.0,-3993.0,2169.0,30.0
1090.0,594.0,12293.0,12551.0,-3925.0,2180.0,30.0
1100.0,600.0,12434.0,12702.0,-3938.0,2178.0,30.0
1110.0,605.0,12581.0,12852.0,-3944.0,2177.0,29.0
1120.0,611.0,12726.0,13003.0,-3970.0,2173.0,29.0
1130.0,616.0,12872.0,13154.0,-3978.0,2171.0,29.0
1140.0,622.0,13020.0,13305.0,-3886.0,2186.0,31.0
1150.0,627.0,13158.0,13456.0,-3947.0,2176.0,31.0
1160.0,633.0,13302.0,13605.0,-3906.0,2183.0,31.0
1170.0,638.0,13442.0,13754.0,-3970.0,2173.0,31.0
1180.0,644.0,13578.0,13903.0,-3866.0,2190.0,31.0
1190.0,649.0,13718.0,14048.0,-3906.0,2183.0,31.0
1200.0,655.0,13858.0,14194.0,-3970.0,2173.0,31.0
1210.0,660.0,13998.0,14339.0,-3961.0,2174.0,28.0
1220.0,666.0,14156.0,14502.0,-3989.0,2169.0,28.0
1230.0,671.0,14315.0,14665.0,-4002.0,2167.0,28.0
1240.0,677.0,14475.0,14827.0,-3987.0,2170.0,29.0
1250.0,682.0,14626.0,14988.0,-3897.0,2185.0,29.0
1260.0,688.0,14781.0,15148.0,-4016.0,2165.0,29.0
1270.0,693.0,14936.0,15309.0,-3979.0,2171.0,29.0
1280.0,699.0,15092.0,15469.0,-3992.0,2169.0,29.0
1290.0,704.0,15248.0,15629.0,-3976.0,2172.0,29.0
1300.0,710.0,15405.0,15789.0,-3905.0,2183.0,29.0
1310.0,715.0,15564.0,15951.0,-4015.0,2165.0,29.0
1320.0,721.0,15719.0,16113.0,-3957.0,2175.0,29.0
1330.0,726.0,15878.0,16275.0,-3945.0,2177.0,28.0
1340.0,732.0,16039.0,16443.0,-4029.0,2163.0,28.0
1350.0,737.0,16205.0,16610.0,-4010.0,2166.0,27.0
1360.0,743.0,16372.0,16778.0,-3915.0,2182.0,28.0
1370.0,748.0,16539.0,16945.0,-4034.0,2162.0,29.0
1380.0,754.0,16699.0,17112.0,-3934.0,2178.0,29.0
1390.0,759.0,16856.0,17279.0,-3938.0,2178.0,28.0
1400.0,765.0,17018.0,17448.0,-4008.0,2166.0,27.0
1410.0,770.0,17193.0,17617.0,-3993.0,2169.0,27.0
1420.0,776.0,17364.0,17786.0,-3966.0,2173.0,28.0
1430.0,781.0,17532.0,17955.0,-3953.0,2175.0,28.0
1440.0,787.0,17694.0,18124.0,-3926.0,2180.0,28.0
1450.0,792.0,17859.0,18293.0,-4044.0,2160.0,28.0
1460.0,798.0,18027.0,18466.0,-3944.0,2177.0,27.0
1470.0,803.0,18205.0,18640.0,-4022.0,2164.0,27.0
1480.0,809.0,18379.0,18814.0,-4019.0,2164.0,28.0
1490.0,814.0,18549.0,18978.0,-3938.0,2178.0,28.0
1500.0,820.0,18715.0,19143.0,-4023.0,2164.0,28.0
1510.0,825.0,18885.0,19307.0,-3851.0,2192.0,29.0
1520.0,831.0,19051.0,19474.0,-3959.0,2174.0,29.0
1530.0,836.0,19211.0,19641.0,-3958.0,2174.0,29.0
1540.0,842.0,19367.0,19807.0,-3982.0,2170.0,29.0
1550.0,847.0,19537.0,19978.0,-3948.0,2176.0,28.0
1560.0,853.0,19708.0,20148.0,-3977.0,2171.0,28.0
1570.0,858.0,19879.0,20319.0,-4003.0,2167.0,27.0
1580.0,864.0,20054.0,20496.0,-4024.0,2164.0,27.0
1590.0,869.0,20232.0,20673.0,-3960.0,2174.0,27.0
1600.0,875.0,20414.0,20850.0,-4014.0,2165.0,28.0
1610.0,880.0,20583.0,21022.0,-3861.0,2191.0,29.0
1620.0,886.0,20754.0,21194.0,-4001.0,2167.0,29.0
1630.0,891.0,20925.0,21366.0,-4003.0,2167.0,28.0
1640.0,897.0,21099.0,21540.0,-3932.0,2179.0,28.0
1650.0,902.0,21272.0,21713.0,-3997.0,2168.0,28.0
1660.0,908.0,21448.0,21887.0,-3979.0,2171.0,27.0
1670.0,913.0,21629.0,22070.0,-4020.0,2164.0,27.0
1680.0,919.0,21815.0,22253.0,-3987.0,2170.0,27.0
1690.0,924.0,21995.0,22436.0,-3986.0,2170.0,29.0
1700.0,930.0,22164.0,22605.0,,2176.0,29.0
1710.0,935.0,22337.0,22775.0,-3906.0,2183.0,29.0
1720.0,941.0,22507.0,22945.0,-3940.0,2177.0,29.0
1730.0,946.0,22680.0,23120.0,-3979.0,2171.0,29.0
1740.0,952.0,22857.0,23295.0,-3948.0,2176.0,27.0
1750.0,957.0,23042.0,23470.0,-4082.0,2154.0,25.0
1760.0,963.0,23242.0,23670.0,-4043.0,2160.0,25.0
1770.0,968.0,23442.0,23870.0,-3996.0,2168.0,26.0
1780.0,974.0,23632.0,24071.0,-4008.0,2166.0,26.0
1790.0,979.0,23817.0,24261.0,-4015.0,2165.0,26.0
1800.0,985.0,24008.0,24450.0,-4077.0,2155.0,26.0
1810.0,990.0,24204.0,24640.0,-4005.0,2167.0,26.0
1820.0,996.0,24401.0,24830.0,-3958.0,2174.0,27.0
1830.0,1001.0,24592.0,25019.0,-3997.0,2168.0,27.0
1840.0,1007.0,24775.0,25209.0,-3996.0,2168.0,27.0
1850.0,1012.0,24962.0,25388.0,-3948.0,2176.0,29.0
1860.0,1018.0,25138.0,25568.0,-3985.0,2170.0,29.0
1870.0,1023.0,25310.0,25748.0,-3902.0,2184.0,29.0
1880.0,1029.0,25486.0,25925.0,-3964.0,2173.0,29.0
1890.0,1034.0,25665.0,26103.0,-3927.0,2180.0,29.0
1900.0,1040.0,25843.0,26280.0,-4004.0,2167.0,29.0
1910.0,1045.0,26019.0,26455.0,-3935.0,2178.0,30.0
1920.0,1051.0,26192.0,26630.0,-3906.0,2183.0,30.0
1930.0,1056.0,26365.0,26805.0,-3952.0,2175.0,29.0
1940.0,1062.0,26543.0,26986.0,-3969.0,2173.0,28.0
1950.0,1067.0,26730.0,27168.0,-3991.0,2169.0,28.0
1960.0,1073.0,26914.0,27349.0,-3969.0,2173.0,29.0
1970.0,1078.0,27093.0,27526.0,-4010.0,2166.0,29.0
1980.0,1084.0,27273.0,27704.0,-3879.0,2187.0,29.0
1990.0,1089.0,27450.0,27882.0,-3903.0,2184.0,31.0
2000.0,1095.0,27615.0,28050.0,-3908.0,2183.0,31.0
2010.0,1100.0,27780.0,28218.0,-3902.0,2184.0,31.0
2020.0,1106.0,27948.0,28387.0,-3956.0,2175.0,31.0
2030.0,1111.0,28116.0,28553.0,-3877.0,2188.0,31.0
2040.0,1117.0,28284.0,28720.0,-3889.0,2186.0,31.0
2050.0,1122.0,28452.0,28886.0,-3889.0,2186.0,29.0
2060.0,1128.0,28634.0,29068.0,-3954.0,2175.0,29.0
2070.0,1133.0,28809.0,29249.0,-3995.0,2168.0,29.0
2080.0,1139.0,28985.0,29430.0,-4017.0,2165.0,28.0
2090.0,1144.0,29166.0,29610.0,-3922.0,2180.0,28.0
2100.0,1150.0,29355.0,29791.0,-3939.0,2178.0,28.0
2110.0,1155.0,29542.0,29972.0,-3977.0,2171.0,28.0
2120.0,1161.0,29733.0,30162.0,-4011.0,2166.0,28.0
2130.0,1166.0,29923.0,30352.0,-3957.0,2175.0,28.0
2140.0,1172.0,30109.0,30543.0,-3987.0,2170.0,28.0
2150.0,1177.0,30295.0,30726.0,-3950.0,2176.0,28.0
2160.0,1183.0,30480.0,30909.0,-3947.0,2176.0,29.0
2170.0,1188.0,30659.0,31092.0,-3958.0,2174.0,29.0
2180.0,1194.0,30838.0,31271.0,-3918.0,2181.0,30.0
2190.0,1199.0,31018.0,31449.0,,2184.0,31.0
2200.0,1205.0,31193.0,31628.0,-3879.0,2187.0,31.0
2210.0,1210.0,31369.0,31816.0,-4044.0,2160.0,28.0
2220.0,1216.0,31562.0,32005.0,-4011.0,2166.0,26.0
2230.0,1221.0,31771.0,32193.0,-4034.0,2162.0,26.0
2240.0,1227.0,31982.0,32395.0,-3918.0,2181.0,28.0
2250.0,1232.0,32177.0,32597.0,-4005.0,2167.0,28.0
2260.0,1238.0,32371.0,32800.0,-4062.0,2157.0,27.0
2270.0,1243.0,32570.0,32996.0,-3927.0,2179.0,27.0
2280.0,1249.0,32766.0,33192.0,-4000.0,2167.0,27.0
2290.0,1254.0,32965.0,33388.0,-4019.0,2164.0,28.0
2300.0,1260.0,33157.0,33581.0,-3913.0,2182.0,28.0
2310.0,1265.0,33353.0,33775.0,-3998.0,2168.0,27.0
2320.0,1271.0,33553.0,33968.0,-4042.0,2160.0,27.0
2330.0,1276.0,33753.0,34167.0,-3956.0,2175.0,27.0
2340.0,1282.0,33957.0,34367.0,-3972.0,2172.0,28.0
2350.0,1287.0,34153.0,34566.0,-3982.0,2170.0,28.0
2360.0,1293.0,34349.0,34760.0,-3966.0,2173.0,28.0
2370.0,1298.0,34542.0,34954.0,-3956.0,2175.0,29.0
2380.0,1304.0,34728.0,35147.0,-3927.0,2179.0,29.0
2390.0,1309.0,34917.0,35334.0,-4018.0,2164.0,29.0
2400.0,1315.0,35103.0,35520.0,-3873.0,2188.0,29.0
2410.0,1320.0,35289.0,35706.0,-3946.0,2176.0,29.0
2420.0,1326.0,35476.0,35895.0,-3972.0,2172.0,28.0
2430.0,1331.0,35669.0,36084.0,-3945.0,2176.0,28.0
2440.0,1337.0,35866.0,36273.0,-3995.0,2168.0,29.0
2450.0,1342.0,36053.0,36458.0,-3899.0,2184.0,30.0
2460.0,1348.0,36234.0,36642.0,-3908.0,2183.0,30.0
2470.0,1353.0,36416.0,36826.0,-3944.0,2177.0,31.0
2480.0,1359.0,36595.0,37007.0,-3917.0,2181.0,31.0
2490.0,1364.0,36777.0,37189.0,-3892.0,2185.0,31.0
2500.0,1370.0,36956.0,37370.0,-4016.0,2165.0,30.0
2510.0,1375.0,37138.0,37550.0,-3872.0,2189.0,30.0
2520.0,1381.0,37324.0,37730.0,-3878.0,2188.0,30.0
2530.0,1386.0,37508.0,37909.0,-4049.0,2159.0,29.0
2540.0,1392.0,37703.0,38100.0,-3889.0,2186.0,29.0
2550.0,1397.0,37894.0,38291.0,-3949.0,2176.0,29.0
2560.0,1403.0,38086.0,38482.0,-3938.0,2178.0,28.0
2570.0,1408.0,38282.0,38676.0,-3996.0,2168.0,28.0
2580.0,1414.0,38475.0,38870.0,-4009.0,2166.0,28.0
2590.0,1419.0,38672.0,39063.0,-3910.0,2182.0,28.0
2600.0,1425.0,38868.0,39257.0,-3961.0,2174.0,28.0
2610.0,1430.0,39063.0,39451.0,-3985.0,2170.0,28.0
2620.0,1436.0,39263.0,39644.0,-3965.0,2173.0,28.0
2630.0,1441.0,39463.0,39840.0,-3978.0,2171.0,28.0
2640.0,1447.0,39656.0,40035.0,-3929.0,2179.0,28.0
2650.0,1452.0,39852.0,40231.0,-3987.0,2169.0,29.0
2660.0,1458.0,40047.0,40419.0,-3989.0,2169.0,29.0
2670.0,1463.0,40238.0,40608.0,-3906.0,2183.0,29.0
2680.0,1469.0,40432.0,40797.0,-3904.0,2183.0,29.0
2690.0,1474.0,40625.0,40988.0,-4023.0,2164.0,29.0
2700.0,1480.0,40817.0,41178.0,-3899.0,2184.0,29.0
2710.0,1485.0,41010.0,41368.0,-3903.0,2183.0,29.0
2720.0,1491.0,41198.0,41561.0,-3988.0,2169.0,29.0
2730.0,1496.0,41389.0,41754.0,-3978.0,2171.0,29.0
2740.0,1502.0,41582.0,41947.0,-3949.0,2176.0,29.0
2750.0,1507.0,41774.0,42139.0,-3922.0,2180.0,29.0
2760.0,1513.0,41967.0,42331.0,-4047.0,2160.0,29.0
2770.0,1518.0,42163.0,42522.0,-3912.0,2182.0,29.0
2780.0,1524.0,42359.0,42709.0,-3873.0,2188.0,30.0
2790.0,1529.0,42548.0,42896.0,-3964.0,2173.0,31.0
2800.0,1535.0,42730.0,43083.0,-3870.0,2189.0,31.0
2810.0,1540.0,42913.0,43277.0,-3981.0,2170.0,28.0
2820.0,1546.0,43114.0,43471.0,-4014.0,2165.0,27.0
2830.0,1551.0,43320.0,43664.0,-3952.0,2175.0,28.0
2840.0,1557.0,43521.0,43860.0,-3934.0,2178.0,29.0
2850.0,1562.0,43713.0,44056.0,-3949.0,2176.0,29.0
2860.0,1568.0,43905.0,44251.0,-3971.0,2172.0,28.0
2870.0,1573.0,44105.0,44446.0,-4006.0,2166.0,28.0
2880.0,1579.0,44306.0,44641.0,-3930.0,2179.0,29.0
2890.0,1584.0,44503.0,44836.0,-3871.0,2189.0,30.0
2900.0,1590.0,44688.0,45022.0,-3975.0,2171.0,30.0
2910.0,1595.0,44876.0,45208.0,-3904.0,2183.0,29.0
2920.0,1601.0,45070.0,45395.0,-3993.0,2168.0,28.0
2930.0,1606.0,45269.0,45595.0,-3975.0,2171.0,28.0
2940.0,1612.0,45468.0,45796.0,-3999.0,2167.0,28.0
2950.0,1617.0,45668.0,45997.0,-3950.0,2176.0,28.0
2960.0,1623.0,45869.0,46193.0,-3941.0,2177.0,28.0
2970.0,1628.0,46070.0,46390.0,-3934.0,2178.0,29.0
2980.0,1634.0,46265.0,46586.0,-3984.0,2170.0,29.0
2990.0,1639.0,46461.0,46782.0,-3951.0,2175.0,28.0
3000.0,1645.0,46658.0,46978.0,-3960.0,2174.0,28.0
3010.0,1650.0,46859.0,47173.0,-3973.0,2172.0,29.0
3020.0,1656.0,47055.0,47371.0,-3893.0,2185.0,29.0
3030.0,1661.0,47250.0,47568.0,-3996.0,2168.0,29.0
3040.0,1667.0,47444.0,47766.0,-4023.0,2163.0,27.0
3050.0,1672.0,47656.0,47969.0,-3967.0,2173.0,27.0
3060.0,1678.0,47864.0,48173.0,-3972.0,2172.0,27.0
3070.0,1683.0,48072.0,48377.0,-4020.0,2164.0,27.0
3080.0,1689.0,48284.0,48579.0,-3969.0,2172.0,28.0
3090.0,1694.0,48488.0,48781.0,-3909.0,2182.0,30.0
3100.0,1700.0,48677.0,48983.0,-3934.0,2178.0,30.0
3110.0,1705.0,48869.0,49173.0,-3959.0,2174.0,29.0
3120.0,1711.0,49061.0,49364.0,-3951.0,2175.0,29.0
3130.0,1716.0,49253.0,49554.0,-3927.0,2179.0,29.0
3140.0,1722.0,49450.0,49749.0,-3890.0,2185.0,29.0
3150.0,1727.0,49643.0,49944.0,-3979.0,2171.0,29.0
3160.0,1733.0,49837.0,50139.0,-3989.0,2169.0,29.0
3170.0,1738.0,50038.0,50338.0,-3968.0,2172.0,28.0
3180.0,1744.0,50240.0,50537.0,-3966.0,2173.0,28.0
3190.0,1749.0,50441.0,50737.0,-3927.0,2179.0,28.0
3200.0,1755.0,50645.0,50939.0,-4006.0,2166.0,28.0
3210.0,1760.0,50846.0,51141.0,-3963.0,2173.0,29.0
3220.0,1766.0,51047.0,51344.0,-3956.0,2174.0,29.0
3230.0,1771.0,51241.0,51536.0,-3933.0,2178.0,29.0
3240.0,1777.0,51439.0,51729.0,-3914.0,2181.0,30.0
3250.0,1782.0,51625.0,51922.0,-3913.0,2182.0,30.0
3260.0,1788.0,51811.0,52115.0,-3932.0,2178.0,30.0
3270.0,1793.0,52004.0,52308.0,-3976.0,2171.0,28.0
3280.0,1799.0,52205.0,52501.0,-3958.0,2174.0,28.0
3290.0,1804.0,52410.0,52702.0,-4031.0,2162.0,28.0
3300.0,1810.0,52612.0,52903.0,-3963.0,2173.0,28.0
3310.0,1815.0,52818.0,53105.0,-3906.0,2183.0,29.0
3320.0,1821.0,53013.0,53300.0,-3960.0,2174.0,30.0
3330.0,1826.0,53203.0,53495.0,-3906.0,2183.0,30.0
3340.0,1832.0,53390.0,53690.0,-3963.0,2173.0,30.0
3350.0,1837.0,53583.0,53884.0,-3945.0,2176.0,30.0
3360.0,1843.0,53773.0,54078.0,-3914.0,2181.0,29.0
3370.0,1848.0,53972.0,54273.0,-4076.0,2155.0,26.0
3380.0,1854.0,54193.0,54493.0,-4012.0,2165.0,26.0
3390.0,1859.0,54418.0,54713.0,-4024.0,2163.0,27.0
3400.0,1865.0,54625.0,54934.0,-3950.0,2175.0,27.0
3410.0,1870.0,54836.0,55148.0,-4025.0,2163.0,26.0
3420.0,1876.0,55053.0,55363.0,-4079.0,2154.0,25.0
3430.0,1881.0,55282.0,55578.0,-3996.0,2168.0,27.0
3440.0,1887.0,55490.0,55777.0,-3946.0,2176.0,30.0
3450.0,1892.0,55679.0,55977.0,-3872.0,2188.0,30.0
3460.0,1898.0,55865.0,56176.0,-3962.0,2173.0,29.0
3470.0,1903.0,56063.0,56373.0,-3940.0,2177.0,29.0
3480.0,1909.0,56259.0,56570.0,-3991.0,2169.0,29.0
3490.0,1914.0,56460.0,56767.0,-3952.0,2175.0,29.0
3500.0,1920.0,56657.0,56969.0,-3960.0,2174.0,29.0
3510.0,1925.0,56858.0,57171.0,-4004.0,2166.0,29.0
3520.0,1931.0,57058.0,57373.0,-3911.0,2182.0,29.0
3530.0,1936.0,57256.0,57568.0,-3992.0,2168.0,29.0
3540.0,1942.0,57453.0,57764.0,-3862.0,2190.0,30.0
3550.0,1947.0,57640.0,57959.0,-3989.0,2169.0,30.0
3560.0,1953.0,57831.0,58147.0,-3890.0,2185.0,31.0
3570.0,1958.0,58017.0,58336.0,-3884.0,2186.0,31.0
3580.0,1964.0,58205.0,58524.0,-4004.0,2166.0,31.0
3590.0,1969.0,58393.0,58714.0,-3927.0,2179.0,31.0
3600.0,1975.0,58578.0,58903.0,-3910.0,2182.0,31.0
3610.0,1980.0,58767.0,59093.0,-3925.0,2179.0,29.0
3620.0,1986.0,58961.0,59295.0,-3977.0,2171.0,28.0
3630.0,1991.0,59165.0,59496.0,-3998.0,2167.0,28.0
3640.0,1997.0,59367.0,59697.0,-3987.0,2169.0,27.0
3650.0,2002.0,59584.0,59908.0,-4037.0,2161.0,27.0
3660.0,2008.0,59800.0,60119.0,-3974.0,2171.0,29.0
3670.0,2013.0,59995.0,60331.0,-3917.0,2181.0,30.0
3680.0,2019.0,60189.0,60527.0,-3945.0,2176.0,29.0
3690.0,2024.0,60387.0,60723.0,-3968.0,2172.0,28.0
3700.0,2030.0,60588.0,60919.0,-3992.0,2168.0,28.0
3710.0,2035.0,60793.0,61120.0,-3940.0,2177.0,29.0
3720.0,2041.0,60987.0,61321.0,-3914.0,2181.0,29.0
3730.0,2046.0,61185.0,61522.0,-4035.0,2161.0,29.0
3740.0,2052.0,61383.0,61721.0,-3895.0,2184.0,29.0
3750.0,2057.0,61581.0,61920.0,-3999.0,2167.0,29.0
3760.0,2063.0,61781.0,62119.0,-3974.0,2171.0,28.0
3770.0,2068.0,61985.0,62319.0,-3986.0,2169.0,28.0
3780.0,2074.0,62186.0,62519.0,-3941.0,2177.0,28.0
3790.0,2079.0,62393.0,62720.0,-3984.0,2170.0,28.0
3800.0,2085.0,62598.0,62926.0,-4017.0,2164.0,28.0
3810.0,2090.0,62805.0,63133.0,-3926.0,2179.0,29.0
3820.0,2096.0,63003.0,63339.0,-3954.0,2174.0,29.0
3830.0,2101.0,63198.0,63544.0,-4021.0,2163.0,27.0
3840.0,2107.0,63411.0,63750.0,-4036.0,2161.0,27.0
3850.0,2112.0,63629.0,63955.0,-3965.0,2173.0,27.0
3860.0,2118.0,63842.0,64167.0,-4025.0,2163.0,27.0
3870.0,2123.0,64056.0,64378.0,-3988.0,2169.0,27.0
3880.0,2129.0,64267.0,64590.0,-3970.0,2172.0,30.0
3890.0,2134.0,64457.0,64783.0,-3894.0,2184.0,30.0
3900.0,2140.0,64650.0,64976.0,-3950.0,2175.0,28.0
3910.0,2145.0,64858.0,65169.0,-4049.0,2159.0,26.0
3920.0,2151.0,65073.0,65381.0,-4022.0,2163.0,27.0
3930.0,2156.0,65286.0,65593.0,-3892.0,2185.0,29.0
3940.0,2162.0,65483.0,65804.0,-3970.0,2172.0,29.0
3950.0,2167.0,65676.0,66011.0,-4018.0,2164.0,27.0
3960.0,2173.0,65891.0,66217.0,-3984.0,2169.0,27.0
3970.0,2178.0,66110.0,66424.0,-4078.0,2154.0,27.0
3980.0,2184.0,66324.0,66637.0,-3954.0,2174.0,27.0
3990.0,2189.0,66541.0,66851.0,-4031.0,2162.0,27.0
4000.0,2195.0,66756.0,67064.0,-4061.0,2157.0,28.0
4010.0,2200.0,66962.0,67265.0,-3904.0,2183.0,28.0
4020.0,2206.0,67172.0,67465.0,-3926.0,2179.0,29.0
4030.0,2211.0,67372.0,67666.0,-3957.0,2174.0,29.0
4040.0,2217.0,67569.0,67873.0,-4029.0,2162.0,28.0
4050.0,2222.0,67780.0,68081.0,-4019.0,2164.0,26.0
4060.0,2228.0,68001.0,68289.0,-4012.0,2165.0,27.0
4070.0,2233.0,68215.0,68494.0,-4004.0,2166.0,28.0
4080.0,2239.0,68426.0,68699.0,-3975.0,2171.0,28.0
4090.0,2244.0,68637.0,68904.0,-3894.0,2184.0,31.0
